COD_ESCOLA,AFDG1,AFDG2,AFDG3,AFDG4,AFDG5,ATU_TOTAL,DSU_TOTAL,ICG_ESCOLA,NIVEL1,NIVEL2,NIVEL3,NIVEL4,NIVEL5,NIVEL6,IRD_ESCOLA,TDI_TOTAL,TAPROV,TREPROV
26118211,28.30,7.50,26.40,3.80,34.00,26.00,66.70,"Nível 4",0.00,0.00,0.00,75.00,8.30,16.70,3.90,23.10,96.20,2.90
26118262,64.40,3.40,17.50,2.30,12.40,47.20,86.00,"Nível 4",0.00,2.30,25.60,46.50,20.90,4.70,3.50,4.60,96.70,2.90
26118270,67.30,6.10,20.40,6.20,0.00,42.00,100.00,"Nível 4",0.00,16.70,27.80,44.40,11.10,0.00,4.10,8.70,93.50,6.50
26118424,32.50,0.00,22.50,7.50,37.50,39.30,54.50,"Nível 4",0.00,18.10,18.20,45.50,9.10,9.10,3.40,16.10,99.10,0.90
26118742,59.40,0.00,40.60,0.00,0.00,37.70,100.00,"Nível 2",0.00,10.60,67.90,17.90,0.00,3.60,3.90,12.10,97.70,2.20
26119730,72.70,0.00,13.60,0.00,13.70,39.70,93.30,"Nível 2",0.00,0.00,20.00,33.30,40.00,6.70,3.10,5.90,95.80,3.40
26119986,25.00,0.00,33.30,8.30,33.40,18.70,62.50,"Nível 3",0.00,37.50,62.50,0.00,0.00,0.00,NULL,14.30,95.60,0.00
26120100,52.60,0.00,43.70,3.70,0.00,37.20,100.00,"Nível 6",0.00,3.80,44.40,37.00,11.10,3.70,2.40,52.30,89.10,4.60
26120208,53.80,0.00,18.50,0.00,27.70,37.00,71.40,"Nível 4",0.00,0.00,21.40,50.00,14.30,14.30,3.40,7.00,100.00,0.00
26120224,46.20,0.00,30.80,0.00,23.00,23.00,75.00,"Nível 3",0.00,16.60,16.70,33.30,16.70,16.70,3.40,11.60,95.50,4.50
26120917,11.60,0.00,16.30,0.00,72.10,10.70,33.30,"Nível 4",0.00,0.00,58.30,25.00,16.70,0.00,3.00,6.30,90.60,9.40
26120968,78.50,0.00,19.40,2.10,0.00,32.70,100.00,"Nível 4",0.00,10.00,30.00,25.00,15.00,20.00,4.00,10.00,90.30,8.40
26120992,60.70,0.70,30.00,8.60,0.00,44.00,100.00,"Nível 4",0.00,4.60,27.30,40.90,13.60,13.60,2.80,15.70,90.30,9.70
26121182,38.50,0.00,23.10,15.40,23.00,2.70,77.80,"Nível 2",11.20,0.00,22.20,33.30,11.10,22.20,3.00,25.00,100.00,0.00
26121190,15.40,0.00,30.80,0.00,53.80,15.30,44.40,"Nível 4",0.00,0.00,55.60,0.00,22.20,22.20,NULL,15.20,97.60,0.00
26121247,40.70,0.00,49.10,10.20,0.00,31.60,100.00,"Nível 4",0.00,19.90,46.70,26.70,0.00,6.70,3.40,24.60,98.00,2.00
26121310,54.60,0.00,41.70,0.00,3.70,37.70,90.90,"Nível 3",0.00,0.00,54.50,18.20,18.20,9.10,1.60,25.40,90.40,9.60
26121328,62.80,0.00,27.90,7.00,2.30,38.00,93.30,"Nível 3",0.00,33.30,26.70,40.00,0.00,0.00,3.60,6.10,98.30,1.70
26121344,57.70,0.00,42.30,0.00,0.00,41.30,100.00,"Nível 4",0.00,0.00,35.80,45.20,11.90,7.10,3.60,40.00,69.80,19.40
26121379,63.10,0.00,27.00,2.50,7.40,33.40,89.70,"Nível 4",0.00,0.00,6.90,65.50,13.80,13.80,3.40,8.10,94.40,3.40
26121409,41.50,0.00,17.10,26.80,14.60,30.30,87.50,"Nível 2",6.10,6.30,37.50,37.50,6.30,6.30,3.00,12.10,93.30,3.30
26121484,71.80,2.60,12.80,12.80,0.00,36.30,100.00,"Nível 3",0.00,16.60,37.50,29.20,4.20,12.50,3.70,3.20,96.80,3.20
26121506,77.90,0.00,5.90,0.00,16.20,30.80,96.20,"Nível 4",0.00,23.10,46.20,19.20,11.50,0.00,3.80,8.10,91.70,5.80
26121514,64.10,6.30,17.20,12.40,0.00,39.50,100.00,"Nível 4",0.00,11.00,38.90,27.80,16.70,5.60,4.20,8.90,86.90,13.10
26121530,69.70,0.00,21.20,9.10,0.00,28.30,100.00,"Nível 2",0.00,36.30,18.20,27.30,9.10,9.10,2.70,8.20,98.80,1.20
26121654,57.60,0.00,38.60,3.80,0.00,34.30,100.00,"Nível 2",0.00,12.40,50.00,25.00,6.30,6.30,3.60,11.90,93.60,6.40
26121670,39.90,0.00,55.30,0.00,4.80,33.30,96.30,"Nível 5",0.00,0.00,29.70,44.40,18.50,7.40,3.90,33.60,87.60,8.60
26121751,55.90,0.00,39.70,4.40,0.00,44.50,100.00,"Nível 2",0.00,0.00,66.60,25.00,4.20,4.20,3.20,14.40,98.20,1.80
26121808,61.50,0.00,30.80,7.70,0.00,58.00,100.00,"Nível 2",0.00,0.00,27.30,54.50,18.20,0.00,NULL,11.50,97.10,2.90
26121816,58.70,3.60,31.90,5.80,0.00,35.00,96.60,"Nível 4",0.00,17.30,48.30,31.00,3.40,0.00,2.70,10.40,96.00,4.00
26121859,42.30,0.00,50.00,0.00,7.70,30.50,92.30,"Nível 3",7.60,23.10,46.20,15.40,7.70,0.00,2.40,25.40,90.90,9.10
26121921,54.80,0.00,34.50,10.70,0.00,37.10,100.00,"Nível 2",0.00,8.80,73.90,8.70,4.30,4.30,3.40,16.70,93.40,6.40
26121948,49.70,2.80,47.50,0.00,0.00,34.80,100.00,"Nível 4",0.00,15.00,25.00,25.00,25.00,10.00,3.00,44.90,92.50,6.70
26122081,67.20,0.00,25.50,7.30,0.00,30.40,100.00,"Nível 4",0.00,0.00,58.20,32.70,5.50,3.60,4.20,2.10,95.50,3.00
26122090,79.40,5.90,14.70,0.00,0.00,40.20,100.00,"Nível 4",0.00,11.60,42.30,19.20,11.50,15.40,4.00,10.80,93.60,5.90
26122103,67.40,5.80,11.60,3.50,11.70,21.60,86.40,"Nível 3",0.00,18.10,36.40,27.30,18.20,0.00,3.60,14.80,98.10,1.90
26122120,69.10,0.00,27.00,3.90,0.00,29.40,100.00,"Nível 4",0.00,58.10,16.10,25.80,0.00,0.00,3.40,16.30,94.60,4.60
26122154,76.90,0.00,15.40,0.00,7.70,32.40,93.30,"Nível 4",0.00,0.00,40.00,26.70,33.30,0.00,3.80,8.60,96.20,3.80
26122162,76.50,1.50,14.30,7.70,0.00,43.00,100.00,"Nível 4",0.00,0.00,69.80,20.80,7.50,1.90,4.20,4.30,95.70,4.30
26122170,73.20,0.00,5.40,10.70,10.70,34.70,90.90,"Nível 3",0.00,9.00,45.50,9.10,18.20,18.20,3.70,17.30,92.30,7.70
26122227,71.50,0.00,23.40,2.10,3.00,44.00,96.80,"Nível 6",0.00,3.30,25.80,41.90,12.90,16.10,3.70,43.20,94.00,6.00
26122260,52.80,0.00,34.70,12.50,0.00,32.30,100.00,"Nível 5",0.00,0.00,0.00,61.10,16.70,22.20,3.80,19.60,91.70,7.70
26122278,51.20,0.00,35.40,12.20,1.20,37.00,92.90,"Nível 4",0.00,0.00,7.20,71.40,0.00,21.40,3.20,28.60,99.50,0.50
26122359,79.60,0.00,20.40,0.00,0.00,34.00,100.00,"Nível 5",0.00,11.00,0.00,66.70,16.70,5.60,3.70,11.00,89.00,9.60
26122510,40.40,5.80,49.40,4.40,0.00,38.30,100.00,"Nível 4",0.00,0.00,73.70,26.30,0.00,0.00,4.10,18.10,95.30,4.20
26122677,69.00,0.00,25.00,6.00,0.00,38.80,100.00,"Nível 2",0.00,6.70,73.30,13.30,6.70,0.00,1.80,12.90,97.60,2.40
26122685,52.60,0.00,41.40,6.00,0.00,38.80,93.30,"Nível 4",0.00,20.00,40.00,40.00,0.00,0.00,3.60,12.70,94.70,5.30
26122839,63.20,0.00,23.90,12.90,0.00,37.70,100.00,"Nível 4",0.00,0.00,78.60,14.30,7.10,0.00,4.00,16.50,95.50,4.50
26122847,61.90,5.40,28.00,4.70,0.00,39.10,100.00,"Nível 4",0.00,13.10,47.80,21.70,0.00,17.40,4.10,19.90,90.10,4.70
26122960,55.50,0.00,44.50,0.00,0.00,36.60,100.00,"Nível 4",0.00,16.70,30.00,33.30,13.30,6.70,3.00,50.30,92.60,7.40
26123258,61.20,0.00,34.70,4.10,0.00,31.90,100.00,"Nível 4",0.00,0.00,69.20,23.10,7.70,0.00,3.20,26.30,90.30,6.80
26123282,72.30,0.00,27.70,0.00,0.00,40.50,100.00,"Nível 4",0.00,5.20,63.20,26.30,5.30,0.00,2.70,27.50,90.90,9.10
26123479,39.00,5.50,49.10,6.40,0.00,37.10,100.00,"Nível 4",0.00,3.50,27.60,58.60,10.30,0.00,3.60,35.20,92.60,7.40
26123517,59.60,0.00,27.30,0.00,13.10,32.50,93.30,"Nível 4",0.00,10.10,30.00,43.30,13.30,3.30,2.70,48.70,89.20,10.80
26123525,43.80,0.00,56.20,0.00,0.00,24.80,100.00,"Nível 6",0.00,15.30,7.70,38.50,23.10,15.40,2.80,94.40,94.70,5.30
26123533,55.40,1.20,41.60,1.80,0.00,46.00,100.00,"Nível 6",0.00,0.00,15.40,46.20,26.90,11.50,3.40,55.90,94.10,5.90
26123576,30.00,3.10,56.30,2.50,8.10,41.90,92.00,"Nível 4",0.00,4.00,32.00,52.00,8.00,4.00,3.20,17.70,95.40,4.60
26123592,55.40,0.00,41.10,3.50,0.00,40.50,100.00,"Nível 4",0.00,5.50,38.90,50.00,0.00,5.60,3.20,11.10,93.20,6.80
26123703,73.30,0.00,18.30,5.00,3.40,41.30,92.90,"Nível 2",0.00,21.50,42.90,21.40,7.10,7.10,2.40,15.70,96.80,3.20
26123720,0.00,0.00,100.00,0.00,0.00,42.00,100.00,"Nível 4",0.00,0.00,0.00,50.00,50.00,0.00,3.70,81.00,54.80,45.20
26123819,59.00,0.00,41.00,0.00,0.00,35.50,100.00,"Nível 4",0.00,33.40,57.10,9.50,0.00,0.00,3.30,22.50,90.70,8.60
26124106,65.60,0.00,15.60,9.40,9.40,35.50,85.00,"Nível 4",0.00,20.00,40.00,30.00,5.00,5.00,3.80,14.80,86.60,11.30
26124190,70.60,0.00,26.20,3.20,0.00,40.10,100.00,"Nível 4",0.00,3.50,69.00,24.10,3.40,0.00,4.20,10.60,94.60,5.40
26124220,52.80,2.60,25.90,18.70,0.00,40.60,100.00,"Nível 4",3.20,6.50,64.50,19.40,3.20,3.20,3.60,2.20,98.60,1.40
26124297,100.00,0.00,0.00,0.00,0.00,29.30,100.00,"Nível 2",0.00,20.00,80.00,0.00,0.00,0.00,4.10,0.60,98.90,0.60
26124432,47.00,0.00,40.90,12.10,0.00,39.00,100.00,"Nível 4",0.00,17.60,64.70,11.80,5.90,0.00,2.40,23.30,91.80,8.20
26124440,49.40,6.50,38.90,5.20,0.00,35.70,100.00,"Nível 4",0.00,4.10,41.70,25.00,16.70,12.50,3.40,51.20,69.10,27.40
26124580,54.20,0.00,41.20,4.60,0.00,35.60,100.00,"Nível 4",0.00,0.00,41.70,33.30,8.30,16.70,3.50,51.70,81.80,16.30
26124599,45.00,0.00,55.00,0.00,0.00,34.20,100.00,"Nível 6",0.00,13.30,26.70,20.00,33.30,6.70,3.40,62.00,90.80,9.20
26124602,58.30,0.00,38.60,3.10,0.00,41.30,100.00,"Nível 4",0.00,11.10,83.30,5.60,0.00,0.00,3.70,14.30,90.60,9.40
26124645,58.90,0.00,39.50,1.60,0.00,40.50,100.00,"Nível 4",0.00,4.00,20.00,48.00,20.00,8.00,3.60,50.00,95.80,4.20
26124653,55.00,0.60,37.50,6.90,0.00,33.80,100.00,"Nível 6",5.00,2.50,25.00,45.00,12.50,10.00,3.60,50.90,85.80,14.10
26124670,46.10,0.00,49.10,2.60,2.20,38.00,97.60,"Nível 6",0.00,7.20,19.00,47.60,14.30,11.90,3.30,47.90,88.20,11.80
26124696,42.40,7.90,44.60,5.10,0.00,33.20,100.00,"Nível 3",0.00,14.30,61.90,14.30,9.50,0.00,2.20,34.50,96.50,3.50
26124785,73.30,0.00,26.70,0.00,0.00,41.90,100.00,"Nível 4",0.00,0.00,56.50,26.10,8.70,8.70,3.70,23.70,95.20,4.60
26124874,45.50,0.00,42.40,0.00,12.10,29.00,88.90,"Nível 5",0.00,0.00,0.00,55.60,22.20,22.20,2.90,39.10,100.00,0.00
26124904,0.00,0.00,83.30,16.70,0.00,38.50,100.00,"Nível 5",0.00,50.00,25.00,25.00,0.00,0.00,3.00,96.10,92.20,5.20
26124920,49.20,0.00,45.80,0.00,5.00,34.60,95.00,"Nível 6",0.00,0.00,20.00,55.00,10.00,15.00,2.90,61.00,94.60,5.10
26125013,40.00,0.00,54.30,5.70,0.00,32.50,100.00,"Nível 4",0.00,0.00,25.10,58.30,8.30,8.30,3.00,44.60,93.90,6.10
26125048,56.90,0.00,37.80,5.30,0.00,37.90,100.00,"Nível 4",0.00,0.00,59.40,37.50,0.00,3.10,3.70,9.90,94.70,5.30
26125072,33.30,0.00,66.70,0.00,0.00,37.00,100.00,"Nível 5",0.00,50.00,0.00,0.00,50.00,0.00,2.80,86.50,100.00,0.00
26125250,61.30,0.30,29.80,8.00,0.60,42.70,97.10,"Nível 5",0.00,5.90,35.30,38.20,11.80,8.80,3.00,32.50,95.10,4.90
26125358,61.90,0.00,38.10,0.00,0.00,33.10,100.00,"Nível 5",0.00,5.20,10.50,63.20,21.10,0.00,3.60,56.00,97.50,2.50
26125404,46.20,0.00,7.70,23.10,23.00,14.70,70.00,"Nível 4",0.00,10.00,30.00,20.00,20.00,20.00,2.70,0.00,90.90,6.80
26125625,65.40,0.00,19.20,0.00,15.40,37.60,81.00,"Nível 4",0.00,4.80,9.50,71.40,14.30,0.00,2.30,11.70,94.60,5.40
26125641,58.30,0.00,41.70,0.00,0.00,32.50,100.00,"Nível 4",0.00,16.70,41.70,25.00,8.30,8.30,3.00,25.10,92.70,3.70
26125650,50.40,4.70,40.30,0.00,4.60,31.70,95.80,"Nível 5",0.00,0.00,29.20,45.80,8.30,16.70,3.50,49.00,98.00,2.00
26125668,68.30,0.00,11.70,10.00,10.00,16.70,88.90,"Nível 3",0.00,0.00,29.60,51.90,14.80,3.70,3.30,12.00,100.00,0.00
26125757,65.40,7.70,24.00,2.90,0.00,37.80,100.00,"Nível 2",0.00,13.40,73.30,13.30,0.00,0.00,3.30,17.50,97.60,2.40
26125781,66.20,0.00,30.00,3.80,0.00,37.30,100.00,"Nível 2",0.00,0.00,82.40,17.60,0.00,0.00,3.70,13.90,91.50,8.50
