COD_ESCOLA,AFDG1,AFDG2,AFDG3,AFDG4,AFDG5,ATU_TOTAL,DSU_TOTAL,ICG_ESCOLA,NIVEL1,NIVEL2,NIVEL3,NIVEL4,NIVEL5,NIVEL6,IRD_ESCOLA,TDI_TOTAL,TAPROV,TREPROV
26036401,44.90,0.00,32.70,17.30,5.10,30.10,92.90,"Nível 5",0.00,0.00,14.30,35.70,35.70,14.30,4.00,5.20,96.10,3.90
26037599,45.80,0.70,44.40,3.90,5.20,34.40,89.30,"Nível 5",0.00,10.70,28.60,32.10,14.30,14.30,3.40,61.30,74.00,24.80
26037726,26.70,0.00,48.50,3.00,21.80,39.10,79.20,"Nível 6",0.00,4.10,4.20,54.20,29.20,8.30,3.50,37.00,74.80,14.80
26037904,37.50,1.60,50.50,2.20,8.20,28.10,93.50,"Nível 5",0.00,25.80,0.00,35.50,22.60,16.10,3.90,51.80,79.20,12.70
26038536,18.80,0.00,62.50,15.30,3.40,33.70,90.00,"Nível 4",0.00,5.00,45.00,50.00,0.00,0.00,3.30,17.20,98.20,1.50
26038935,44.30,0.00,38.60,0.00,17.10,18.70,77.80,"Nível 4",0.00,0.00,16.70,72.20,11.10,0.00,3.20,55.40,85.60,5.80
26039702,50.00,0.00,23.60,16.40,10.00,34.50,89.50,"Nível 2",0.00,0.00,73.70,26.30,0.00,0.00,3.90,16.10,96.90,2.80
26039770,24.40,0.00,42.20,8.90,24.50,13.60,70.60,"Nível 4",0.00,0.00,5.90,64.70,17.60,11.80,3.80,67.60,100.00,0.00
26040220,41.50,0.00,58.50,0.00,0.00,17.70,100.00,"Nível 2",11.10,22.20,55.60,11.10,0.00,0.00,4.00,62.30,76.40,15.10
26040280,36.50,0.00,29.40,0.00,34.10,30.60,60.00,"Nível 4",0.00,6.70,33.30,60.00,0.00,0.00,3.30,26.20,96.40,3.60
26040310,0.00,0.00,0.00,0.00,100.00,13.20,0.00,"Nível 5",0.00,7.60,15.40,38.50,38.50,0.00,3.30,62.10,80.00,4.60
26040468,6.70,0.00,6.70,0.00,86.60,15.60,7.70,"Nível 6",0.00,7.70,0.00,76.90,7.70,7.70,3.70,66.70,93.50,0.00
26040530,0.00,0.00,8.60,0.00,91.40,8.30,14.30,"Nível 4",0.00,0.00,85.70,14.30,0.00,0.00,3.70,76.00,64.00,12.00
26040581,0.00,0.00,0.00,0.00,100.00,24.00,0.00,"Nível 6",0.00,0.00,0.00,57.10,28.60,14.30,3.40,55.60,83.10,4.20
26040824,2.90,5.70,5.70,0.00,85.70,17.70,16.70,"Nível 5",0.00,0.00,25.00,75.00,0.00,0.00,3.30,64.20,83.90,5.40
26040948,39.40,0.00,48.10,0.00,12.50,41.40,87.50,"Nível 4",0.00,0.00,68.70,31.30,0.00,0.00,4.20,10.30,96.80,3.20
26040956,53.50,0.00,39.60,4.90,2.00,27.40,93.50,"Nível 5",3.20,6.50,12.90,48.40,25.80,3.20,3.60,50.60,89.00,11.00
26040972,33.90,8.50,32.20,0.00,25.40,35.60,76.90,"Nível 5",0.00,0.00,0.00,61.50,30.80,7.70,3.40,29.20,98.30,1.70
26041200,48.60,0.00,51.40,0.00,0.00,33.00,100.00,"Nível 6",0.00,0.00,33.30,66.70,0.00,0.00,2.80,50.50,70.80,28.10
26041910,38.90,0.00,18.10,16.70,26.30,25.10,66.70,"Nível 4",0.00,6.60,26.70,46.70,20.00,0.00,3.50,46.80,93.70,5.70
26042037,51.20,0.00,48.80,0.00,0.00,31.30,100.00,"Nível 5",3.80,7.70,34.60,38.50,15.40,0.00,3.20,25.80,90.70,8.60
26042045,45.20,0.00,46.60,0.00,8.20,34.10,92.90,"Nível 4",7.10,0.00,28.60,35.70,14.30,14.30,3.20,67.40,98.00,2.00
26042053,43.20,0.00,41.70,0.00,15.10,35.20,83.30,"Nível 2",0.00,11.10,72.20,5.60,11.10,0.00,3.10,11.40,97.60,2.40
26042070,44.70,0.00,50.40,0.00,4.90,36.90,94.70,"Nível 4",0.00,5.20,57.90,31.60,5.30,0.00,4.40,8.60,97.70,2.30
26042096,8.30,0.00,8.30,0.00,83.40,12.70,16.70,"Nível 5",0.00,0.00,66.70,33.30,0.00,0.00,3.30,76.30,54.30,5.70
26042169,0.00,0.00,0.00,18.90,81.10,10.30,12.50,"Nível 5",0.00,0.00,25.00,62.50,12.50,0.00,3.60,54.80,96.70,0.00
26042312,26.60,0.00,73.40,0.00,0.00,15.50,100.00,"Nível 3",0.00,10.00,0.00,90.00,0.00,0.00,4.10,40.90,100.00,0.00
26042479,3.80,0.00,6.40,0.00,89.80,18.30,17.60,"Nível 6",0.00,5.90,23.50,64.70,0.00,5.90,3.50,63.30,56.60,9.80
26042525,48.60,0.00,25.70,25.70,0.00,21.00,100.00,"Nível 5",0.00,0.00,0.00,70.00,10.00,20.00,3.50,55.60,98.20,1.80
26042550,16.70,8.30,8.30,8.30,58.40,5.00,50.00,"Nível 3",12.50,0.00,62.50,25.00,0.00,0.00,3.50,0.00,100.00,0.00
26042711,8.30,0.00,16.70,0.00,75.00,8.00,20.00,"Nível 5",0.00,0.00,80.00,20.00,0.00,0.00,3.10,87.50,57.10,19.00
26043009,0.00,0.00,0.00,0.00,100.00,12.80,0.00,"Nível 5",0.00,0.00,58.30,41.70,0.00,0.00,3.60,84.40,68.80,9.40
26043076,0.00,0.00,0.00,0.00,100.00,19.70,0.00,"Nível 6",0.00,8.30,50.00,41.70,0.00,0.00,4.40,65.20,55.10,17.60
26043130,23.50,0.00,56.30,20.20,0.00,24.40,100.00,"Nível 4",0.00,0.00,88.20,5.90,5.90,0.00,3.40,51.80,98.70,1.30
26043335,42.20,0.00,37.10,17.20,3.50,35.20,94.10,"Nível 2",0.00,23.50,52.90,11.80,5.90,5.90,4.30,3.50,97.00,3.00
26043408,27.50,0.00,21.30,2.50,48.70,17.70,60.00,"Nível 6",0.00,0.00,40.00,60.00,0.00,0.00,3.70,62.10,61.00,18.70
26043505,30.10,0.00,42.30,18.40,9.20,22.80,81.00,"Nível 4",4.70,14.30,28.60,33.30,14.30,4.80,4.10,39.40,100.00,0.00
26044412,45.30,0.00,52.50,2.20,0.00,37.30,100.00,"Nível 6",0.00,0.00,19.40,30.60,38.90,11.10,3.50,51.10,77.80,13.60
26044447,19.80,0.00,48.10,12.30,19.80,18.70,81.30,"Nível 6",0.00,12.40,12.50,56.30,12.50,6.30,3.50,68.70,63.10,19.20
26044862,42.50,0.00,47.80,9.70,0.00,36.30,100.00,"Nível 2",0.00,0.00,85.80,7.10,0.00,7.10,3.40,25.70,97.50,2.50
26045656,48.80,0.00,51.20,0.00,0.00,36.40,100.00,"Nível 5",0.00,0.00,28.60,28.60,35.70,7.10,2.60,31.40,96.70,3.30
26045745,59.40,0.00,35.90,4.70,0.00,42.90,100.00,"Nível 2",0.00,0.00,52.50,19.00,9.50,19.00,3.20,21.30,96.40,3.60
26045753,0.00,0.00,0.00,0.00,100.00,5.00,0.00,"Nível 4",0.00,66.70,0.00,33.30,0.00,0.00,3.70,100.00,80.00,0.00
26046040,44.30,0.00,55.70,0.00,0.00,38.80,100.00,"Nível 6",1.50,1.50,10.30,39.70,17.60,29.40,3.60,49.80,97.20,2.70
26046601,32.80,0.00,49.30,0.00,17.90,32.20,80.00,"Nível 6",0.00,4.00,0.00,44.00,24.00,28.00,3.10,61.70,75.60,9.30
26047187,36.70,7.90,53.20,0.00,2.20,35.50,95.20,"Nível 4",0.00,4.70,42.90,28.60,14.30,9.50,3.00,31.80,92.40,7.60
26047365,34.10,7.30,51.20,7.40,0.00,22.40,100.00,"Nível 3",9.00,9.10,36.40,27.30,0.00,18.20,3.30,22.40,74.30,4.00
26047837,38.10,0.00,61.90,0.00,0.00,38.40,100.00,"Nível 2",0.00,0.00,40.00,30.00,20.00,10.00,3.20,17.80,97.10,2.90
26048078,42.20,0.00,56.50,0.00,1.30,25.90,95.70,"Nível 6",4.40,0.00,8.70,41.30,21.70,23.90,3.80,43.40,95.40,4.60
26048337,50.00,0.00,41.70,6.90,1.40,42.40,96.20,"Nível 4",3.90,19.20,53.80,23.10,0.00,0.00,3.10,39.00,97.10,2.90
26049406,50.60,0.00,46.80,2.60,0.00,36.50,100.00,"Nível 4",5.80,0.00,47.10,29.40,5.90,11.80,3.90,18.10,97.20,2.80
26049422,40.00,0.00,60.00,0.00,0.00,24.00,100.00,"Nível 5",0.00,0.00,9.10,54.50,9.10,27.30,3.70,62.50,98.00,2.00
26049562,44.40,0.00,53.00,1.30,1.30,34.80,96.00,"Nível 4",4.00,24.00,56.00,4.00,8.00,4.00,3.40,31.90,93.10,6.90
26049910,38.50,0.00,30.80,0.00,30.70,25.70,66.70,"Nível 4",0.00,0.00,16.70,58.30,8.30,16.70,4.00,5.20,100.00,0.00
26049953,27.00,0.00,16.20,0.00,56.80,15.30,54.50,"Nível 4",0.00,9.00,36.40,36.40,0.00,18.20,3.10,17.40,97.80,0.00
26050030,71.70,3.80,10.10,14.40,0.00,29.60,100.00,"Nível 4",0.00,19.00,56.90,22.40,0.00,1.70,3.70,21.40,90.60,4.70
26050048,47.20,0.00,52.80,0.00,0.00,42.30,100.00,"Nível 4",0.00,0.00,4.60,68.20,13.60,13.60,3.70,54.70,87.20,11.90
26050064,48.60,0.00,48.90,1.10,1.40,32.60,97.00,"Nível 4",0.00,9.10,24.20,30.30,21.20,15.20,3.70,62.70,95.30,4.60
26050102,47.60,0.00,52.40,0.00,0.00,29.90,100.00,"Nível 4",0.00,25.00,33.30,16.70,25.00,0.00,2.90,19.10,96.60,3.40
26050200,33.30,0.00,52.70,0.00,14.00,31.50,88.90,"Nível 5",0.00,0.00,0.00,72.20,16.70,11.10,3.00,55.60,82.80,14.10
26050242,43.80,0.00,18.80,0.00,37.40,30.30,66.70,"Nível 4",0.00,11.20,22.20,33.30,33.30,0.00,3.40,4.40,98.90,1.10
26051176,34.20,3.80,47.50,0.00,14.50,27.60,90.30,"Nível 5",3.20,3.20,25.80,32.30,25.80,9.70,3.40,35.10,85.00,10.20
26051648,41.70,0.00,18.80,0.00,39.50,47.30,68.40,"Nível 4",0.00,15.80,31.60,42.10,10.50,0.00,3.60,7.70,95.80,4.20
26051702,37.10,0.00,40.00,22.90,0.00,26.00,100.00,"Nível 5",0.00,0.00,12.50,37.50,37.50,12.50,3.00,67.90,80.60,19.40
26051737,35.30,9.40,50.00,1.20,4.10,34.60,96.00,"Nível 4",4.00,4.00,12.00,36.00,28.00,16.00,3.30,48.60,90.40,7.30
26051761,37.70,0.00,55.70,6.60,0.00,32.60,100.00,"Nível 4",0.00,0.00,26.70,40.00,13.30,20.00,3.30,25.60,87.10,9.50
26052083,40.00,0.00,55.40,2.50,2.10,43.80,97.70,"Nível 4",0.00,0.00,55.80,27.90,11.60,4.70,3.50,31.60,90.60,5.50
26052776,25.20,0.00,70.40,0.00,4.40,41.80,94.10,"Nível 4",0.00,0.00,52.90,29.40,5.90,11.80,3.70,18.30,83.10,14.40
26053608,44.70,0.00,54.90,0.00,0.40,40.30,96.80,"Nível 4",0.00,3.20,38.70,32.30,22.60,3.20,3.80,39.10,85.50,8.10
26053764,50.00,0.00,42.10,2.60,5.30,23.30,94.40,"Nível 3",5.40,5.60,22.20,55.60,5.60,5.60,2.40,5.70,88.10,10.40
26053837,62.10,2.30,28.00,4.70,2.90,49.70,97.70,"Nível 3",0.00,4.50,63.60,20.50,9.10,2.30,4.00,1.40,97.50,2.30
26053845,47.10,0.00,52.90,0.00,0.00,44.60,100.00,"Nível 4",0.00,4.30,43.50,26.10,8.70,17.40,2.80,14.00,92.40,7.00
26053853,51.00,0.00,43.30,3.80,1.90,38.10,96.20,"Nível 6",0.00,0.00,19.20,46.20,23.10,11.50,3.30,33.60,78.00,12.00
26053861,46.90,0.00,29.60,6.80,16.70,48.80,79.30,"Nível 3",0.00,6.90,34.50,34.50,20.70,3.40,4.20,4.10,97.20,2.30
26053993,20.00,0.00,64.60,0.00,15.40,39.60,78.60,"Nível 4",0.00,0.00,14.30,64.30,14.30,7.10,3.30,11.10,94.40,5.60
26054000,50.00,5.80,32.70,11.50,0.00,28.30,95.00,"Nível 3",0.00,10.00,30.00,30.00,25.00,5.00,3.90,7.10,100.00,0.00
26054019,44.80,0.00,41.40,6.90,6.90,36.20,94.10,"Nível 5",0.00,0.00,29.30,47.10,11.80,11.80,2.50,48.10,80.60,15.80
26054027,55.40,0.00,39.60,5.00,0.00,43.00,100.00,"Nível 4",0.00,0.00,70.60,23.50,5.90,0.00,3.40,6.60,90.00,10.00
26054043,56.90,5.40,30.00,3.10,4.60,41.90,94.10,"Nível 4",0.00,0.00,47.00,47.10,5.90,0.00,3.50,6.20,92.30,7.70
26054060,34.90,0.00,51.00,10.70,3.40,39.20,91.30,"Nível 4",4.50,13.00,13.00,43.50,13.00,13.00,2.50,46.30,78.50,18.40
26054140,34.60,0.00,59.00,0.00,6.40,38.70,94.70,"Nível 4",0.00,10.50,36.80,31.60,5.30,15.80,2.70,13.10,93.40,5.10
26054809,37.00,0.00,51.90,11.10,0.00,47.30,100.00,"Nível 4",0.00,6.60,26.70,60.00,0.00,6.70,2.90,9.40,90.40,9.60
26054825,29.50,0.00,50.20,20.30,0.00,37.00,100.00,"Nível 4",0.00,0.00,35.80,46.40,10.70,7.10,3.00,43.00,94.50,5.50
26054850,42.50,0.00,54.90,2.60,0.00,40.60,100.00,"Nível 4",3.50,0.00,24.10,48.30,10.30,13.80,3.30,51.10,81.30,17.20
26054876,26.90,1.60,54.40,17.10,0.00,43.10,100.00,"Nível 4",0.00,0.00,37.10,22.90,22.90,17.10,3.50,40.30,75.80,11.00
26054884,51.70,0.00,48.30,0.00,0.00,37.40,100.00,"Nível 4",0.00,0.00,0.00,91.70,0.00,8.30,3.00,25.70,90.60,7.60
26054914,38.70,0.00,54.10,7.20,0.00,45.60,100.00,"Nível 4",0.00,10.40,29.20,37.50,20.80,2.10,2.80,41.20,85.00,15.00
26055082,47.20,0.00,44.40,0.00,8.40,33.10,92.90,"Nível 4",0.00,7.10,42.90,14.30,28.60,7.10,2.30,15.80,96.90,3.10
26055198,31.90,6.40,48.90,6.40,6.40,35.30,92.30,"Nível 4",0.00,7.60,0.00,46.20,23.10,23.10,3.70,5.70,95.10,4.90
26055210,42.60,0.00,53.90,2.10,1.40,34.30,96.00,"Nível 4",4.00,8.00,24.00,32.00,24.00,8.00,2.70,49.90,82.10,15.60
26055406,24.30,0.00,59.50,0.00,16.20,26.00,84.60,"Nível 4",0.00,7.70,7.70,69.20,15.40,0.00,4.10,5.10,97.40,2.60
26055562,27.40,0.00,38.70,3.20,30.70,20.30,66.70,"Nível 4",4.80,0.00,9.50,47.60,28.60,9.50,3.40,7.40,100.00,0.00
26055660,39.20,0.00,43.20,5.40,12.20,22.50,83.30,"Nível 4",0.00,8.30,12.50,50.00,25.00,4.20,3.80,11.10,96.30,1.50
26055686,42.90,0.00,33.00,5.40,18.70,34.20,82.60,"Nível 4",0.00,8.70,34.80,13.00,26.10,17.40,3.20,8.30,96.00,3.50
26056550,43.10,0.00,56.90,0.00,0.00,30.70,100.00,"Nível 5",0.00,3.30,16.70,40.00,20.00,20.00,3.40,52.60,83.40,5.70
26056577,45.60,4.40,45.10,4.90,0.00,43.00,100.00,"Nível 2",0.00,0.00,44.00,32.00,16.00,8.00,4.20,14.40,92.30,7.70
26056623,50.30,3.60,36.20,5.60,4.30,33.70,96.80,"Nível 4",0.00,0.00,29.10,41.90,16.10,12.90,3.90,55.90,75.30,20.90
26056658,54.30,0.00,37.70,0.00,8.00,33.30,95.00,"Nível 3",5.00,10.00,55.00,15.00,5.00,10.00,2.60,26.20,94.00,4.70
26056674,33.30,0.00,0.00,0.00,66.70,15.00,50.00,"Nível 4",0.00,0.00,0.00,100.00,0.00,0.00,3.00,0.00,86.70,6.70
26057506,56.40,0.00,23.10,12.80,7.70,36.70,86.70,"Nível 4",0.00,6.70,46.70,13.30,0.00,33.30,4.60,5.50,90.00,10.00
26057743,42.10,3.50,49.10,5.30,0.00,42.70,100.00,"Nível 4",0.00,0.00,35.30,41.20,23.50,0.00,3.30,25.30,98.90,1.10
26058430,62.40,0.00,37.60,0.00,0.00,40.60,100.00,"Nível 2",0.00,0.00,85.70,10.70,3.60,0.00,4.30,8.80,100.00,0.00
26058448,76.30,0.00,15.80,0.00,7.90,23.00,84.60,"Nível 4",0.00,15.30,23.10,30.80,15.40,15.40,3.90,10.10,92.40,6.10
26058456,56.80,0.00,27.00,16.20,0.00,6.00,100.00,"Nível 4",16.60,0.00,16.70,25.00,25.00,16.70,4.20,11.10,100.00,0.00
26058758,24.30,0.00,37.80,0.00,37.90,19.70,53.80,"Nível 4",0.00,0.00,38.50,53.80,7.70,0.00,3.70,53.40,84.20,2.60
26058812,40.90,0.00,59.10,0.00,0.00,24.00,100.00,"Nível 6",0.00,0.00,15.30,46.20,23.10,15.40,3.40,39.60,100.00,0.00
26058952,48.70,0.00,43.60,7.70,0.00,38.30,100.00,"Nível 5",0.00,16.70,0.00,25.00,33.30,25.00,3.30,66.70,82.90,17.10
26058960,46.80,0.00,47.70,0.90,4.60,29.90,97.30,"Nível 4",0.00,10.90,21.60,45.90,16.20,5.40,3.70,45.30,96.10,3.90
26059088,63.00,0.00,37.00,0.00,0.00,44.80,100.00,"Nível 4",0.00,0.00,61.50,38.50,0.00,0.00,2.70,17.60,96.30,3.70
26059150,31.50,0.00,23.30,0.00,45.20,31.30,50.00,"Nível 6",0.00,0.00,40.00,60.00,0.00,0.00,3.10,66.50,78.00,1.60
26059789,30.90,0.00,61.70,7.40,0.00,29.90,100.00,"Nível 4",11.20,7.40,37.00,29.60,7.40,7.40,3.90,31.70,97.50,2.50
26060124,34.00,0.00,53.60,0.00,12.40,43.10,80.80,"Nível 5",0.00,0.00,53.90,26.90,11.50,7.70,3.80,21.40,81.80,10.00
26060817,25.00,0.00,75.00,0.00,0.00,31.50,100.00,"Nível 6",0.00,0.00,0.00,28.60,14.30,57.10,3.40,93.70,68.30,1.60
26061023,33.30,0.00,66.70,0.00,0.00,42.30,100.00,"Nível 2",0.00,0.00,68.60,6.30,6.30,18.80,4.00,11.80,97.10,2.90
26061112,37.30,0.00,40.30,22.40,0.00,29.80,100.00,"Nível 4",0.00,0.00,11.10,77.80,0.00,11.10,3.50,61.50,90.50,9.50
26061643,36.30,8.30,55.40,0.00,0.00,33.90,100.00,"Nível 2",0.00,9.50,47.60,28.60,4.80,9.50,2.90,21.50,98.70,1.30
26061724,49.00,0.00,51.00,0.00,0.00,41.90,100.00,"Nível 5",0.00,0.00,24.00,56.00,8.00,12.00,3.10,45.40,84.00,16.00
26062410,47.70,0.00,36.40,14.40,1.50,35.50,96.30,"Nível 4",0.00,11.20,48.10,33.30,3.70,3.70,4.00,6.60,99.00,1.00
26062569,30.00,0.00,23.30,0.00,46.70,14.30,44.40,"Nível 3",0.00,22.20,22.20,55.60,0.00,0.00,3.30,9.30,97.80,2.20
26062585,37.70,1.70,49.30,3.80,7.50,39.50,92.60,"Nível 4",0.00,3.80,37.00,37.00,11.10,11.10,3.70,28.60,94.70,5.30
26063280,36.80,0.00,60.30,0.00,2.90,31.50,93.80,"Nível 5",0.00,0.00,0.00,68.70,18.80,12.50,3.10,40.70,81.40,5.00
26063310,37.50,0.00,47.10,7.70,7.70,33.00,93.30,"Nível 4",0.00,0.00,66.70,13.30,13.30,6.70,4.30,11.00,91.00,9.00
26063522,38.90,0.00,50.90,10.20,0.00,26.70,100.00,"Nível 3",0.00,9.20,31.80,31.80,22.70,4.50,4.00,40.10,93.70,4.80
26063530,38.10,0.00,51.20,0.00,10.70,28.70,87.50,"Nível 2",0.00,12.40,56.30,31.30,0.00,0.00,3.60,15.40,97.90,2.10
26063891,54.50,0.00,45.50,0.00,0.00,45.00,100.00,"Nível 4",0.00,0.00,0.00,57.10,28.60,14.30,3.00,57.80,100.00,0.00
26063905,55.20,0.00,32.00,6.20,6.60,40.80,96.60,"Nível 4",0.00,3.50,44.80,27.60,3.40,20.70,3.20,11.20,95.90,4.10
26063999,62.30,0.00,22.70,6.20,8.80,39.80,92.50,"Nível 4",0.00,2.50,15.00,25.00,32.50,25.00,3.70,35.40,87.20,9.20
26064006,49.10,0.00,31.10,4.70,15.10,35.40,85.70,"Nível 4",0.00,0.00,4.80,23.80,47.60,23.80,2.90,41.10,92.10,6.10
26064030,45.50,9.10,36.40,9.00,0.00,31.00,100.00,"Nível 4",0.00,0.00,0.00,14.30,71.40,14.30,2.50,54.80,96.00,4.00
26064049,65.90,0.00,13.60,13.60,6.90,25.70,92.90,"Nível 4",0.00,14.30,14.30,28.60,21.40,21.40,3.10,3.90,92.20,7.80
26064111,40.70,0.00,22.00,0.00,37.30,23.50,64.70,"Nível 4",0.00,17.60,0.00,47.10,35.30,0.00,3.70,10.60,95.70,4.30
26064294,31.30,0.00,60.40,0.00,8.30,34.60,92.30,"Nível 2",0.00,15.30,46.20,23.10,15.40,0.00,3.20,18.40,91.20,8.80
26064588,48.60,0.00,43.20,0.00,8.20,39.30,90.90,"Nível 4",0.00,9.10,18.20,72.70,0.00,0.00,4.00,0.00,94.10,5.90
26064596,52.40,1.60,46.00,0.00,0.00,36.80,100.00,"Nível 4",0.00,0.00,38.90,33.30,16.70,11.10,4.40,8.70,87.40,12.60
26064618,47.70,2.30,47.70,2.30,0.00,33.70,100.00,"Nível 2",0.00,5.50,44.40,38.90,5.60,5.60,4.10,13.40,91.20,8.80
26064626,41.00,0.00,59.00,0.00,0.00,29.60,100.00,"Nível 4",0.00,11.10,30.60,25.00,22.20,11.10,3.60,28.50,93.30,6.70
26064642,44.70,0.00,55.30,0.00,0.00,33.90,100.00,"Nível 4",0.00,8.60,22.90,37.10,17.10,14.30,3.70,43.00,97.50,2.30
26065401,35.60,0.00,64.40,0.00,0.00,34.70,100.00,"Nível 3",0.00,0.00,35.40,29.40,17.60,17.60,3.70,21.80,95.90,4.10
26065568,40.10,0.00,59.90,0.00,0.00,33.50,100.00,"Nível 4",0.00,15.00,25.00,45.00,15.00,0.00,3.90,22.90,99.40,0.60
26065592,42.90,0.00,40.50,4.80,11.80,38.40,91.70,"Nível 4",0.00,8.30,25.00,41.70,25.00,0.00,3.60,13.40,94.60,5.40
26065606,44.80,0.00,52.20,0.00,3.00,33.20,94.40,"Nível 4",0.00,0.00,22.30,44.40,22.20,11.10,3.30,32.20,83.30,7.20
26066181,32.60,0.00,52.10,11.00,4.30,40.00,95.70,"Nível 4",0.00,0.00,13.00,34.80,34.80,17.40,3.80,41.60,79.20,20.80
26066220,33.80,0.00,52.60,5.30,8.30,39.00,88.20,"Nível 4",0.00,0.00,35.20,47.10,11.80,5.90,3.00,16.80,96.60,3.40
26066572,37.10,0.00,60.90,2.00,0.00,37.40,100.00,"Nível 3",0.00,7.40,55.60,29.60,3.70,3.70,3.90,11.20,95.30,4.70
26067030,23.10,0.00,0.00,0.00,76.90,6.00,27.30,"Nível 2",0.00,0.00,54.50,45.50,0.00,0.00,2.50,0.00,100.00,0.00
26067137,40.00,0.00,60.00,0.00,0.00,37.10,100.00,"Nível 4",0.00,16.60,66.70,11.10,5.60,0.00,4.10,14.10,97.90,2.10
26067382,37.40,0.00,61.70,0.90,0.00,32.70,100.00,"Nível 5",5.10,5.30,31.60,31.60,21.10,5.30,4.20,19.50,92.40,7.60
26067552,30.30,0.00,66.20,3.50,0.00,36.90,100.00,"Nível 3",0.00,17.60,23.50,41.20,5.90,11.80,3.30,25.50,93.90,6.10
26067803,39.00,0.00,40.40,13.20,7.40,38.80,94.70,"Nível 4",5.30,10.50,36.80,42.10,0.00,5.30,4.00,26.80,97.80,2.20
26068427,57.70,0.00,38.50,0.00,3.80,32.00,95.70,"Nível 4",0.00,13.10,56.50,21.70,8.70,0.00,3.70,6.50,97.10,2.90
26068508,54.40,0.00,42.30,0.00,3.30,31.30,95.50,"Nível 4",4.60,4.50,31.80,40.90,18.20,0.00,3.50,35.40,97.50,2.50
26068729,49.70,0.00,47.60,2.70,0.00,39.80,100.00,"Nível 2",0.00,14.30,61.90,19.00,4.80,0.00,4.50,12.60,95.10,4.90
26068877,27.70,0.00,68.00,4.30,0.00,35.90,100.00,"Nível 5",0.00,7.00,17.90,42.90,17.90,14.30,2.90,35.30,98.50,1.50
26069210,45.60,0.00,43.70,6.50,4.20,34.50,96.70,"Nível 4",3.30,6.70,23.30,36.70,20.00,10.00,3.00,33.80,94.80,5.20
26069253,38.50,0.00,23.10,0.00,38.40,15.00,72.70,"Nível 3",0.00,0.00,27.20,45.50,18.20,9.10,4.20,6.70,93.00,4.70
26069288,47.70,0.00,52.30,0.00,0.00,36.50,100.00,"Nível 4",0.00,26.30,31.60,26.30,10.50,5.30,3.30,16.90,93.60,6.40
26069318,69.20,0.00,30.80,0.00,0.00,36.40,94.40,"Nível 2",0.00,11.00,55.60,27.80,5.60,0.00,3.90,10.70,92.00,8.00
26069482,33.30,0.00,33.30,0.00,33.40,26.00,70.00,"Nível 4",0.00,0.00,0.00,50.00,30.00,20.00,3.30,11.50,95.20,4.80
26069555,44.70,0.00,42.60,7.40,5.30,31.90,94.40,"Nível 6",0.00,5.50,0.00,55.60,16.70,22.20,3.20,35.70,98.70,0.80
26069652,56.00,0.00,44.00,0.00,0.00,37.10,100.00,"Nível 6",6.40,6.50,9.70,38.70,16.10,22.60,3.00,36.00,97.90,1.70
26070090,47.30,0.00,43.10,0.00,9.60,34.30,90.90,"Nível 4",4.60,4.50,36.40,40.90,9.10,4.50,3.70,18.90,95.60,4.40
26070260,47.30,0.00,46.20,0.00,6.50,37.00,96.20,"Nível 2",0.00,7.70,42.30,30.80,15.40,3.80,4.10,8.70,97.80,2.20
26070456,45.50,0.00,46.30,0.00,8.20,32.00,95.00,"Nível 5",5.00,30.00,35.00,20.00,10.00,0.00,3.30,12.00,95.40,3.70
26070618,56.20,0.00,43.80,0.00,0.00,26.70,100.00,"Nível 4",0.00,0.00,27.20,36.40,18.20,18.20,4.60,30.00,97.00,3.00
26070782,43.90,0.00,50.60,0.00,5.50,35.80,95.20,"Nível 4",0.00,0.00,23.80,61.90,9.50,4.80,3.40,27.00,94.10,5.70
26070880,42.30,0.00,57.70,0.00,0.00,31.80,100.00,"Nível 2",0.00,10.50,68.40,10.50,5.30,5.30,4.00,7.60,97.00,3.00
26071606,56.30,0.00,35.40,8.30,0.00,37.80,100.00,"Nível 2",0.00,16.70,25.00,33.30,16.70,8.30,3.50,14.90,91.10,8.90
26071673,45.80,0.00,43.30,5.00,5.90,31.40,94.70,"Nível 4",5.30,0.00,10.50,63.20,10.50,10.50,3.50,52.60,90.70,7.70
26071924,45.00,0.00,48.90,6.10,0.00,38.90,100.00,"Nível 4",0.00,0.00,37.40,37.50,6.30,18.80,3.60,41.10,79.60,19.70
26072149,35.90,0.00,59.50,2.30,2.30,33.90,97.40,"Nível 6",2.50,2.60,30.80,33.30,15.40,15.40,3.60,53.40,84.90,14.50
26072165,53.80,0.00,46.20,0.00,0.00,16.70,100.00,"Nível 4",0.00,0.00,23.10,69.20,0.00,7.70,4.00,8.00,100.00,0.00
26072254,53.80,7.70,38.50,0.00,0.00,37.90,100.00,"Nível 2",0.00,0.00,33.40,33.30,14.30,19.00,3.80,20.50,96.40,3.60
26072637,36.40,0.00,63.60,0.00,0.00,28.00,100.00,"Nível 4",0.00,0.00,0.00,50.00,33.30,16.70,3.40,28.60,100.00,0.00
26073102,45.80,0.00,54.20,0.00,0.00,35.40,100.00,"Nível 4",0.00,0.00,60.00,40.00,0.00,0.00,3.40,33.60,92.40,7.60
26073498,38.90,1.60,36.80,7.20,15.50,41.20,86.10,"Nível 5",2.60,5.60,30.60,27.80,27.80,5.60,3.90,36.10,88.10,11.60
